track_name;artist(s)_name;artist_count;released_year;released_month;released_day;in_spotify_playlists;in_spotify_charts;streams;in_apple_playlists;in_apple_charts;in_deezer_playlists;in_deezer_charts;in_shazam_charts;bpm;key;mode;danceability_%;valence_%;energy_%;acousticness_%;instrumentalness_%;liveness_%;speechiness_%
Wait a Minute!;Willow;1.00;2015.00;1.00;11.00;11985.00;0.00;924193303.00;79.00;80.00;250.00;3.00;10.00;101.00;D#;Minor;76.00;63.00;71.00;3.00;0.00;10.00;3.00
LOVE DIVE;IVE;1.00;2022.00;4.00;5.00;753.00;8.00;305771063.00;28.00;124.00;13.00;0.00;1.00;118.00;C#;Minor;70.00;54.00;71.00;0.00;0.00;33.00;4.00
Pantysito;Feid, Alejo, Robi;3.00;2022.00;3.00;18.00;2995.00;0.00;273005485.00;49.00;17.00;30.00;0.00;0.00;98.00;G;Minor;83.00;63.00;74.00;14.00;0.00;16.00;6.00
Chance;Paulo Londra;1.00;2022.00;4.00;6.00;225.00;0.00;89566512.00;11.00;0.00;7.00;0.00;0.00;138.00;C#;Minor;72.00;22.00;46.00;24.00;0.00;9.00;6.00
Cool for the Summer;Demi Lovato;1.00;2015.00;1.00;1.00;9243.00;0.00;677389855.00;155.00;5.00;577.00;0.00;6.00;114.00;F;Minor;59.00;30.00;62.00;1.00;0.00;8.00;4.00
psychofreak (feat. WILLOW);Camila Cabello, Willow;2.00;2022.00;4.00;7.00;918.00;0.00;75476209.00;24.00;0.00;52.00;0.00;0.00;180.00;G;Minor;63.00;45.00;64.00;34.00;0.00;9.00;8.00
Angel Baby;Troye Sivan;1.00;2021.00;9.00;9.00;1959.00;9.00;408843328.00;52.00;25.00;32.00;0.00;10.00;145.00;B;Major;56.00;41.00;57.00;1.00;0.00;13.00;3.00
Vampiro;Matuï¿½ï¿½, Wiu, ;3.00;2022.00;1.00;30.00;540.00;4.00;187772591.00;26.00;3.00;39.00;0.00;0.00;115.00;G#;Minor;78.00;63.00;64.00;1.00;0.00;7.00;4.00
Si Quieren Frontear;De La Ghetto, Duki, Quevedo;3.00;2022.00;3.00;31.00;859.00;0.00;178512385.00;14.00;0.00;11.00;0.00;0.00;82.00;A#;Major;79.00;48.00;84.00;13.00;0.00;21.00;23.00
Right On;Lil Baby;1.00;2022.00;4.00;8.00;1116.00;0.00;101780047.00;31.00;9.00;15.00;0.00;1.00;166.00;D;Major;70.00;22.00;61.00;2.00;0.00;10.00;34.00
Me Arrepentï¿;Ak4:20, Cris Mj, Pailita;3.00;2022.00;3.00;30.00;273.00;2.00;118381354.00;12.00;2.00;4.00;0.00;0.00;92.00;0;Major;86.00;91.00;79.00;29.00;0.00;60.00;16.00
That's Hilarious;Charlie Puth;1.00;2022.00;4.00;8.00;686.00;2.00;146363130.00;11.00;6.00;12.00;0.00;15.00;108.00;F#;Major;71.00;55.00;44.00;74.00;0.00;11.00;6.00
Soy El Unico;Yahritza Y Su Esencia;1.00;2022.00;3.00;25.00;226.00;0.00;126443991.00;5.00;0.00;4.00;0.00;1.00;84.00;E;Minor;71.00;63.00;45.00;45.00;0.00;11.00;3.00
RUMBATï¿½;Daddy Yankee;1.00;2022.00;3.00;25.00;1264.00;0.00;157990698.00;20.00;4.00;52.00;0.00;1.00;95.00;D#;Minor;69.00;90.00;91.00;6.00;0.00;35.00;4.00
sentaDONA (Remix) s2;Luï¿½ï¿½sa Sonza, MC Frog, Dj Gabriel do Borel, Davi K;4.00;2022.00;3.00;17.00;870.00;0.00;176290831.00;32.00;0.00;49.00;0.00;0.00;135.00;D#;Minor;93.00;77.00;45.00;25.00;0.00;13.00;27.00
Falling;Harry Styles;1.00;2019.00;12.00;13.00;7556.00;0.00;1023187129.00;124.00;24.00;254.00;0.00;8.00;110.00;E;Major;57.00;6.00;27.00;84.00;0.00;9.00;3.00
Sigue;Ed Sheeran, J Balvin;2.00;1996.00;11.00;24.00;1370.00;0.00;106933107.00;46.00;8.00;60.00;0.00;0.00;88.00;G;Major;89.00;59.00;64.00;5.00;0.00;19.00;7.00
Fim de Semana no Rio;teto;1.00;2022.00;3.00;30.00;315.00;2.00;139193812.00;27.00;2.00;31.00;0.00;0.00;119.00;C#;Minor;87.00;28.00;50.00;12.00;0.00;10.00;10.00
MANIAC;Stray Kids;1.00;2022.00;3.00;18.00;651.00;0.00;212234990.00;6.00;188.00;20.00;0.00;0.00;120.00;C#;Major;58.00;71.00;80.00;15.00;0.00;7.00;41.00
There's Nothing Holdin' Me Back;Shawn Mendes;1.00;2016.00;9.00;23.00;12382.00;0.00;1714490998.00;229.00;57.00;1370.00;2.00;71.00;122.00;D;Major;86.00;97.00;80.00;36.00;0.00;9.00;6.00
IDGAF (with blackbear);Blackbear, BoyWithUke;2.00;2022.00;3.00;18.00;625.00;0.00;197643795.00;10.00;2.00;13.00;0.00;1.00;98.00;F;Major;78.00;83.00;75.00;41.00;0.00;27.00;8.00
Golden;Harry Styles;1.00;2019.00;12.00;13.00;8429.00;1.00;807015863.00;85.00;24.00;200.00;0.00;2.00;140.00;E;Minor;45.00;25.00;84.00;21.00;0.00;13.00;6.00
Get Lucky - Radio Edit;Pharrell Williams, Nile Rodgers, Daft Punk;3.00;2013.00;1.00;1.00;52898.00;0.00;933815613.00;203.00;1.00;8215.00;0.00;0.00;116.00;F#;Minor;79.00;87.00;81.00;4.00;0.00;10.00;4.00
Ain't Shit;Doja Cat;1.00;2021.00;6.00;25.00;3436.00;0.00;499710590.00;32.00;6.00;46.00;0.00;1.00;124.00;D#;Major;86.00;62.00;49.00;51.00;0.00;35.00;21.00
"Nobody Like U - From ""Turning Red""";Jordan Fisher, Josh Levi, Finneas O'Connell, 4*TOWN (From Disney and Pixarï¿½ï¿½ï¿½s Turning Red), Topher Ngo, Grayson Vill;6.00;2022.00;2.00;25.00;918.00;0.00;120847157.00;34.00;39.00;30.00;0.00;0.00;105.00;A;Minor;91.00;73.00;72.00;13.00;0.00;9.00;15.00
Still Life;BIGBANG;1.00;2022.00;4.00;5.00;181.00;0.00;53909146.00;16.00;14.00;7.00;0.00;0.00;118.00;G#;Major;68.00;24.00;58.00;44.00;0.00;6.00;3.00
Photograph;Ed Sheeran;1.00;2014.00;6.00;20.00;18778.00;3.00;2236667932.00;228.00;105.00;2453.00;0.00;84.00;108.00;E;Major;61.00;20.00;38.00;61.00;0.00;10.00;5.00
Love Yourself;Justin Bieber;1.00;2015.00;11.00;9.00;22730.00;5.00;2123309722.00;289.00;87.00;2430.00;0.00;36.00;100.00;E;Major;61.00;53.00;38.00;84.00;0.00;28.00;44.00
N95;Kendrick Lamar;1.00;2022.00;5.00;13.00;5542.00;0.00;301242089.00;52.00;16.00;65.00;0.00;206.00;140.00;D#;Minor;81.00;39.00;66.00;38.00;0.00;12.00;14.00
About Damn Time;Lizzo;1.00;2022.00;4.00;14.00;9021.00;0.00;723894473.00;242.00;49.00;272.00;21.00;24.00;109.00;A#;Minor;84.00;72.00;74.00;10.00;0.00;34.00;7.00
Die Hard;Kendrick Lamar, Blxst, Amanda Reifer;3.00;2022.00;5.00;13.00;4627.00;0.00;237351106.00;38.00;13.00;32.00;0.00;0.00;101.00;C#;Minor;78.00;40.00;74.00;36.00;0.00;17.00;27.00
Despuï¿½ï¿½s de la P;Bad Bunny;1.00;2022.00;5.00;6.00;2229.00;0.00;461558540.00;27.00;44.00;24.00;0.00;5.00;78.00;F;Major;56.00;61.00;90.00;36.00;0.00;18.00;31.00
Un Ratito;Bad Bunny;1.00;2022.00;5.00;6.00;1112.00;6.00;417230415.00;7.00;30.00;13.00;1.00;1.00;93.00;0;Minor;79.00;22.00;55.00;31.00;0.00;12.00;5.00
United In Grief;Kendrick Lamar;1.00;2022.00;5.00;13.00;2575.00;0.00;156898322.00;4.00;5.00;12.00;0.00;51.00;87.00;G#;Major;52.00;32.00;83.00;24.00;0.00;17.00;43.00
Father Time (feat. Sampha);Kendrick Lamar, Sampha;2.00;2022.00;5.00;13.00;3107.00;0.00;127309180.00;4.00;0.00;22.00;0.00;0.00;153.00;A#;Minor;55.00;50.00;78.00;19.00;0.00;11.00;35.00
Yo No Soy Celoso;Bad Bunny;1.00;2022.00;5.00;6.00;1179.00;0.00;313113297.00;7.00;21.00;11.00;0.00;0.00;142.00;0;Major;87.00;93.00;59.00;28.00;0.00;17.00;5.00
Rich Spirit;Kendrick Lamar;1.00;2022.00;5.00;13.00;3486.00;0.00;173702135.00;20.00;10.00;33.00;0.00;0.00;96.00;A#;Minor;85.00;41.00;43.00;39.00;0.00;12.00;21.00
Cooped Up (with Roddy Ricch);Post Malone, Roddy Ricch;2.00;2022.00;5.00;12.00;2942.00;0.00;271666301.00;42.00;28.00;43.00;0.00;0.00;125.00;0;Major;50.00;39.00;78.00;4.00;0.00;11.00;33.00
Me Fui de Vacaciones;Bad Bunny;1.00;2022.00;5.00;6.00;1443.00;0.00;305650299.00;9.00;11.00;22.00;1.00;0.00;85.00;A#;Major;71.00;43.00;65.00;23.00;0.00;9.00;5.00
Silent Hill;Kendrick Lamar, Kodak Black;2.00;2022.00;5.00;13.00;3028.00;0.00;123216717.00;22.00;0.00;23.00;0.00;0.00;140.00;C#;Minor;92.00;78.00;57.00;46.00;0.00;14.00;9.00
La Corriente;Tony Dize, Bad Bunny;2.00;2022.00;5.00;6.00;1796.00;8.00;479655659.00;8.00;25.00;18.00;1.00;0.00;196.00;B;Minor;66.00;58.00;79.00;23.00;0.00;22.00;20.00
Count Me Out;Kendrick Lamar;1.00;2022.00;5.00;13.00;2729.00;0.00;126191104.00;3.00;7.00;13.00;0.00;1.00;134.00;G;Major;78.00;51.00;43.00;69.00;0.00;14.00;9.00
Andrea;Buscabulla, Bad Bunny;2.00;2022.00;5.00;6.00;1195.00;0.00;344055883.00;8.00;30.00;13.00;1.00;1.00;103.00;C#;Minor;80.00;45.00;62.00;76.00;0.00;10.00;38.00
Dos Mil 16;Bad Bunny;1.00;2022.00;5.00;6.00;892.00;3.00;338422004.00;10.00;24.00;11.00;0.00;0.00;130.00;C#;Major;82.00;50.00;67.00;12.00;0.00;13.00;5.00
We Cry Together;Kendrick Lamar, Taylour Paige;2.00;2022.00;5.00;13.00;1635.00;0.00;68895644.00;4.00;1.00;6.00;0.00;0.00;108.00;B;Major;65.00;52.00;69.00;31.00;0.00;8.00;36.00
Savior;Kendrick Lamar, Sam Dew, Baby Keem;3.00;2022.00;5.00;13.00;2291.00;0.00;86176890.00;9.00;0.00;8.00;0.00;0.00;123.00;G#;Major;61.00;66.00;71.00;53.00;0.00;32.00;46.00
Un Coco;Bad Bunny;1.00;2022.00;5.00;6.00;1029.00;28.00;403231558.00;5.00;28.00;9.00;0.00;0.00;152.00;B;Major;84.00;74.00;69.00;21.00;0.00;18.00;6.00
Otro Atardecer;Bad Bunny, The Marï¿½ï;2.00;2022.00;5.00;6.00;1681.00;7.00;319546754.00;10.00;30.00;13.00;0.00;33.00;108.00;D;Major;78.00;55.00;60.00;59.00;0.00;7.00;4.00
Worldwide Steppers;Kendrick Lamar;1.00;2022.00;5.00;13.00;1480.00;0.00;61739839.00;1.00;0.00;5.00;0.00;0.00;72.00;A#;Minor;56.00;56.00;47.00;76.00;0.00;8.00;36.00
Aguacero;Bad Bunny;1.00;2022.00;5.00;6.00;829.00;0.00;283359161.00;4.00;15.00;10.00;0.00;0.00;121.00;F#;Minor;86.00;67.00;65.00;42.00;0.00;35.00;7.00
Purple Hearts;Kendrick Lamar, Ghostface Killah, Summer Walker;3.00;2022.00;5.00;13.00;2308.00;0.00;76831876.00;7.00;0.00;7.00;0.00;0.00;138.00;D#;Minor;57.00;71.00;82.00;19.00;0.00;15.00;29.00
Un Verano Sin Ti;Bad Bunny;1.00;2022.00;5.00;6.00;1004.00;1.00;283332261.00;8.00;12.00;9.00;0.00;0.00;188.00;F;Minor;50.00;41.00;50.00;69.00;0.00;12.00;6.00
ULTRA SOLO;Polima WestCoast, Pailita;2.00;2022.00;2.00;14.00;1367.00;0.00;307752576.00;48.00;4.00;34.00;1.00;0.00;110.00;C#;Major;80.00;26.00;85.00;23.00;0.00;11.00;21.00
Ensï¿½ï¿½ï¿½ï¿½ame ;Bad Bunny;1.00;2022.00;5.00;6.00;1112.00;3.00;279737940.00;7.00;25.00;12.00;0.00;0.00;105.00;G#;Major;81.00;77.00;79.00;19.00;0.00;47.00;8.00
El Apagï¿½;Bad Bunny;1.00;2022.00;5.00;6.00;1209.00;0.00;212351890.00;9.00;7.00;14.00;0.00;1.00;118.00;G#;Major;63.00;60.00;70.00;5.00;0.00;9.00;31.00
Callaita;Bad Bunny, Tainy;2.00;2019.00;5.00;31.00;9539.00;15.00;1304313953.00;162.00;116.00;355.00;7.00;0.00;176.00;D;Major;61.00;24.00;62.00;60.00;0.00;24.00;31.00
Dua Lipa;Jack Harlow;1.00;2022.00;5.00;6.00;1992.00;0.00;150500965.00;35.00;0.00;3.00;0.00;0.00;158.00;B;Major;83.00;41.00;65.00;0.00;10.00;11.00;8.00
Agosto;Bad Bunny;1.00;2022.00;5.00;6.00;897.00;0.00;246127838.00;6.00;20.00;8.00;0.00;0.00;115.00;C#;Minor;85.00;72.00;58.00;9.00;0.00;49.00;12.00
House Of Memories;Panic! At The Disco;1.00;2016.00;1.00;15.00;2948.00;0.00;582863434.00;10.00;2.00;150.00;0.00;0.00;110.00;B;Minor;51.00;48.00;82.00;0.00;0.00;5.00;3.00
Mr. Morale;Kendrick Lamar, Tanna Leone;2.00;2022.00;5.00;13.00;1860.00;0.00;58687425.00;1.00;0.00;3.00;0.00;0.00;174.00;A;Major;73.00;26.00;54.00;30.00;0.00;34.00;32.00
That That (prod. & feat. SUGA of BTS);PSY, Suga;2.00;2022.00;4.00;29.00;802.00;0.00;212109195.00;16.00;81.00;23.00;0.00;0.00;130.00;E;Major;91.00;91.00;96.00;3.00;0.00;3.00;9.00
In The Stars;Benson Boone;1.00;2022.00;4.00;29.00;2224.00;8.00;382199619.00;48.00;40.00;87.00;1.00;210.00;78.00;A#;Major;36.00;30.00;54.00;34.00;0.00;14.00;5.00
Rich - Interlude;Kendrick Lamar;1.00;2022.00;5.00;13.00;1103.00;0.00;41210087.00;0.00;0.00;0.00;0.00;0.00;104.00;G;Major;44.00;74.00;42.00;88.00;0.00;9.00;9.00
SUPERMODEL;Mï¿½ï¿½ne;1.00;2022.00;5.00;13.00;2265.00;0.00;231657891.00;93.00;12.00;173.00;11.00;3.00;121.00;G;Major;64.00;80.00;88.00;0.00;0.00;12.00;6.00
Stefania (Kalush Orchestra);KALUSH;1.00;2022.00;3.00;10.00;555.00;0.00;53729194.00;10.00;4.00;4.00;0.00;0.00;105.00;D;Major;83.00;32.00;82.00;14.00;0.00;12.00;4.00
Thousand Miles;The Kid Laroi;1.00;2022.00;4.00;22.00;2050.00;0.00;244741137.00;52.00;9.00;46.00;0.00;1.00;81.00;G;Major;38.00;20.00;66.00;9.00;0.00;9.00;8.00
Crown;Kendrick Lamar;1.00;2022.00;5.00;13.00;1493.00;0.00;42485571.00;2.00;0.00;10.00;0.00;0.00;170.00;C#;Minor;37.00;14.00;24.00;80.00;0.00;11.00;4.00
Auntie Diaries;Kendrick Lamar;1.00;2022.00;5.00;13.00;1545.00;0.00;37778188.00;1.00;0.00;4.00;0.00;0.00;78.00;G;Major;43.00;60.00;38.00;76.00;1.00;48.00;38.00
PUFFIN ON ZOOTIEZ;Future;1.00;2022.00;4.00;29.00;2350.00;0.00;254218729.00;28.00;42.00;23.00;0.00;0.00;125.00;G#;Major;88.00;28.00;66.00;6.00;0.00;13.00;31.00
Mirror;Kendrick Lamar;1.00;2022.00;5.00;13.00;1929.00;0.00;53603447.00;2.00;0.00;4.00;0.00;0.00;92.00;E;Minor;66.00;29.00;65.00;23.00;0.00;8.00;7.00
Beautiful Girl;Luciano;1.00;2022.00;4.00;22.00;710.00;4.00;160035717.00;16.00;11.00;18.00;0.00;0.00;140.00;B;Minor;84.00;61.00;42.00;31.00;0.00;9.00;9.00
Paulo Londra: Bzrp Music Sessions, Vol. 23;Bizarrap, Paulo Londra;2.00;2022.00;4.00;25.00;928.00;0.00;164163229.00;19.00;0.00;7.00;0.00;0.00;96.00;0;Major;61.00;32.00;90.00;25.00;0.00;10.00;9.00
Savior - Interlude;Kendrick Lamar;1.00;2022.00;5.00;13.00;1194.00;0.00;37091576.00;0.00;0.00;3.00;0.00;0.00;118.00;F;Minor;66.00;83.00;43.00;84.00;0.00;19.00;19.00
Pasoori;Shae Gill, Ali Sethi;2.00;2022.00;2.00;6.00;349.00;6.00;284249832.00;10.00;22.00;3.00;0.00;0.00;92.00;B;Minor;71.00;67.00;60.00;7.00;0.00;6.00;4.00
Mother I Sober (feat. Beth Gibbons of Portishead);Kendrick Lamar, Beth Gibbons;2.00;2022.00;5.00;13.00;1890.00;0.00;33381454.00;3.00;0.00;2.00;0.00;0.00;140.00;G#;Minor;49.00;50.00;37.00;87.00;0.00;11.00;35.00
TUS Lï¿½ï¿½GR;Sech, Mora;2.00;2022.00;4.00;1.00;1308.00;2.00;184622518.00;23.00;16.00;9.00;0.00;5.00;174.00;C#;Major;68.00;45.00;71.00;18.00;0.00;11.00;25.00
Where Did You Go?;MNEK, Jax Jones;2.00;2022.00;1.00;26.00;4531.00;0.00;300983101.00;135.00;74.00;119.00;1.00;18.00;127.00;A#;Major;77.00;53.00;78.00;19.00;0.00;29.00;4.00
I Tried to Tell Y'all;Ugly Dray, Tesla Jnr;2.00;2022.00;5.00;6.00;1657.00;0.00;121077868.00;15.00;3.00;3.00;0.00;0.00;96.00;B;Major;71.00;37.00;52.00;62.00;0.00;11.00;36.00
Honest (feat. Don Toliver);Justin Bieber, Don Toliver;2.00;2022.00;4.00;29.00;1351.00;0.00;106919680.00;26.00;1.00;17.00;0.00;0.00;150.00;G#;Minor;82.00;82.00;66.00;13.00;0.00;11.00;6.00
ZOOM;Jessi;1.00;2022.00;4.00;13.00;608.00;0.00;136996305.00;5.00;29.00;14.00;0.00;0.00;100.00;F#;Major;87.00;46.00;60.00;1.00;0.00;13.00;16.00
SloMo;Chanel;1.00;2021.00;12.00;24.00;1211.00;0.00;65719930.00;31.00;0.00;19.00;0.00;2.00;105.00;C#;Minor;73.00;59.00;81.00;13.00;0.00;9.00;6.00
FEARLESS;LE SSERAFIM;1.00;2022.00;5.00;2.00;629.00;0.00;229497852.00;18.00;75.00;9.00;0.00;0.00;104.00;G;Major;86.00;43.00;62.00;5.00;0.00;13.00;14.00
10 Things I Hate About You;Leah Kate;1.00;2022.00;3.00;23.00;1301.00;0.00;185550869.00;23.00;1.00;15.00;0.00;0.00;154.00;G#;Major;54.00;45.00;79.00;1.00;0.00;17.00;5.00
SPACE MAN;Sam Ryder;1.00;2022.00;2.00;22.00;1329.00;0.00;54682594.00;42.00;51.00;32.00;0.00;0.00;80.00;B;Major;47.00;33.00;83.00;18.00;0.00;10.00;5.00
With you;HA SUNG WOON, Jimin;2.00;2022.00;4.00;24.00;343.00;2.00;240580042.00;4.00;35.00;11.00;1.00;1.00;150.00;D#;Major;53.00;14.00;43.00;64.00;0.00;13.00;3.00
Iris;The Goo Goo Dolls;1.00;1998.00;3.00;31.00;13101.00;9.00;1284942608.00;137.00;5.00;582.00;0.00;0.00;156.00;B;Minor;32.00;49.00;72.00;0.00;0.00;9.00;4.00
The Heart Part 5;Kendrick Lamar;1.00;2022.00;5.00;8.00;2939.00;0.00;71423324.00;29.00;0.00;30.00;0.00;0.00;98.00;G#;Minor;76.00;79.00;81.00;18.00;0.00;6.00;34.00
San Lucas;Kevin Kaarl;1.00;2019.00;11.00;7.00;407.00;1.00;244891912.00;5.00;0.00;5.00;0.00;0.00;92.00;G;Major;58.00;27.00;36.00;86.00;0.00;9.00;3.00
This Love (Taylorï¿½ï¿½ï¿½s Ve;Taylor Swift;1.00;2022.00;5.00;6.00;1492.00;0.00;132171975.00;26.00;2.00;15.00;0.00;2.00;144.00;E;Major;47.00;7.00;50.00;32.00;0.00;7.00;4.00
Good Looking;Suki Waterhouse;1.00;2017.00;10.00;20.00;2264.00;0.00;184706613.00;11.00;6.00;25.00;0.00;1.00;150.00;E;Major;37.00;27.00;56.00;8.00;0.00;13.00;3.00
Flowers;Lauren Spencer Smith;1.00;2021.00;8.00;9.00;801.00;0.00;184826429.00;42.00;9.00;24.00;1.00;1.00;138.00;D#;Major;70.00;31.00;44.00;84.00;0.00;9.00;39.00
Yet To Come;BTS;1.00;2022.00;6.00;10.00;829.00;0.00;302006641.00;32.00;110.00;26.00;0.00;0.00;172.00;C#;Major;56.00;68.00;89.00;4.00;0.00;33.00;19.00
Run BTS;BTS;1.00;2022.00;6.00;10.00;736.00;0.00;330881149.00;5.00;132.00;17.00;0.00;3.00;77.00;G#;Major;72.00;70.00;82.00;2.00;0.00;4.00;17.00
Music For a Sushi Restaurant;Harry Styles;1.00;2022.00;5.00;20.00;4449.00;1.00;334733572.00;80.00;11.00;66.00;0.00;1.00;107.00;B;Major;72.00;36.00;72.00;26.00;6.00;11.00;4.00
Matilda;Harry Styles;1.00;2022.00;5.00;20.00;3218.00;3.00;366214458.00;29.00;10.00;79.00;0.00;0.00;114.00;D;Major;51.00;39.00;29.00;90.00;0.00;10.00;4.00
For Youth;BTS;1.00;2022.00;6.00;10.00;327.00;0.00;114546317.00;5.00;40.00;12.00;0.00;0.00;117.00;D;Major;63.00;29.00;51.00;43.00;0.00;25.00;4.00
Daylight;Harry Styles;1.00;2022.00;5.00;20.00;2775.00;0.00;290833204.00;21.00;11.00;40.00;0.00;0.00;146.00;0;Major;69.00;63.00;45.00;48.00;0.00;18.00;4.00
Vegas (From the Original Motion Picture Soundtrack ELVIS);Doja Cat;1.00;2022.00;5.00;6.00;4576.00;0.00;448500832.00;79.00;13.00;93.00;0.00;17.00;160.00;G#;Minor;80.00;74.00;60.00;8.00;0.00;14.00;26.00
Cash In Cash Out;Pharrell Williams, Tyler, The Creator, 21 Savage;4.00;2022.00;6.00;10.00;2313.00;0.00;136676504.00;34.00;0.00;29.00;0.00;0.00;120.00;G;Major;88.00;15.00;56.00;1.00;0.00;8.00;6.00
Potion (with Dua Lipa & Young Thug);Calvin Harris, Dua Lipa, Young Thug;3.00;2022.00;5.00;27.00;3983.00;0.00;190625045.00;73.00;45.00;119.00;0.00;0.00;100.00;B;Minor;82.00;76.00;70.00;16.00;0.00;8.00;5.00
Born Singer;BTS;1.00;2022.00;6.00;10.00;279.00;0.00;79095270.00;0.00;18.00;6.00;0.00;0.00;158.00;G#;Minor;60.00;68.00;84.00;4.00;0.00;24.00;11.00
Little Freak;Harry Styles;1.00;2022.00;5.00;20.00;2302.00;0.00;273194684.00;20.00;3.00;39.00;0.00;0.00;142.00;D#;Major;56.00;40.00;54.00;72.00;0.00;10.00;4.00
La Llevo Al Cielo (Ft. ï¿½ï¿½engo F;Nengo Flow, Anuel Aa, Chris Jedi, Chencho Corleone;4.00;2022.00;5.00;20.00;3559.00;3.00;333146475.00;36.00;1.00;31.00;0.00;1.00;170.00;A;Minor;80.00;77.00;85.00;11.00;0.00;17.00;14.00
True Love;Kanye West, XXXTENTACION;2.00;2022.00;5.00;27.00;2129.00;0.00;194902696.00;23.00;1.00;44.00;1.00;0.00;84.00;F;Minor;71.00;39.00;86.00;2.00;0.00;51.00;25.00
Satellite;Harry Styles;1.00;2022.00;5.00;20.00;3291.00;5.00;311482393.00;43.00;28.00;79.00;0.00;208.00;139.00;0;Major;58.00;30.00;46.00;14.00;0.00;9.00;3.00
Pass The Dutchie;Musical Youth;1.00;1982.00;1.00;1.00;5328.00;0.00;195918494.00;54.00;76.00;900.00;0.00;0.00;151.00;G;Major;73.00;88.00;67.00;20.00;0.00;32.00;5.00
Villano Antillano: Bzrp Music Sessions, Vol. 51;Bizarrap, Villano Antillano;2.00;2022.00;6.00;8.00;1401.00;0.00;248511839.00;26.00;16.00;17.00;0.00;1.00;128.00;C#;Minor;82.00;42.00;75.00;6.00;0.00;63.00;6.00
Love Of My Life;Harry Styles;1.00;2022.00;5.00;20.00;1933.00;0.00;233671263.00;13.00;2.00;31.00;0.00;0.00;118.00;G;Major;56.00;20.00;54.00;67.00;0.00;6.00;5.00
Grapejuice;Harry Styles;1.00;2022.00;5.00;20.00;1986.00;0.00;199587884.00;7.00;1.00;15.00;0.00;0.00;183.00;F;Major;65.00;88.00;72.00;36.00;14.00;20.00;3.00
So Good;Halsey;1.00;2022.00;6.00;9.00;1057.00;0.00;91781263.00;51.00;14.00;19.00;0.00;0.00;83.00;D#;Minor;63.00;29.00;62.00;4.00;0.00;18.00;4.00
Belly Dancer;BYOR, Imanbek;2.00;2022.00;2.00;18.00;5115.00;13.00;383835984.00;109.00;38.00;301.00;1.00;33.00;122.00;C#;Major;85.00;42.00;80.00;6.00;0.00;17.00;14.00
Keep Driving;Harry Styles;1.00;2022.00;5.00;20.00;2094.00;1.00;236060709.00;8.00;1.00;18.00;0.00;0.00;165.00;A;Major;72.00;90.00;48.00;32.00;0.00;18.00;23.00
Cinema;Harry Styles;1.00;2022.00;5.00;20.00;2171.00;0.00;189236868.00;18.00;1.00;28.00;0.00;0.00;106.00;A;Minor;83.00;90.00;64.00;35.00;5.00;9.00;4.00
Die Young (feat. 347aidan);Sleepy hallow, 347aidan;2.00;2022.00;5.00;25.00;896.00;0.00;160845341.00;19.00;0.00;15.00;0.00;0.00;77.00;B;Major;81.00;68.00;58.00;83.00;0.00;11.00;34.00
Only Love Can Hurt Like This;Paloma Faith;1.00;2014.00;1.00;1.00;5148.00;0.00;588955257.00;90.00;22.00;365.00;0.00;114.00;91.00;G#;Major;57.00;30.00;89.00;10.00;0.00;33.00;8.00
Hold My Hand;Lady Gaga;1.00;2022.00;5.00;3.00;2528.00;0.00;238350348.00;63.00;8.00;270.00;2.00;105.00;148.00;G;Major;51.00;21.00;63.00;5.00;0.00;41.00;3.00
Daydreaming;Harry Styles;1.00;2022.00;5.00;20.00;1900.00;1.00;187703102.00;15.00;1.00;23.00;0.00;0.00;114.00;E;Minor;71.00;90.00;81.00;31.00;2.00;13.00;3.00
Numb;Marshmello, Khalid;2.00;2022.00;6.00;10.00;3879.00;2.00;295307001.00;107.00;76.00;86.00;1.00;9.00;120.00;0;Minor;91.00;63.00;77.00;12.00;1.00;10.00;5.00
Nos Comemos (feat. Ozuna);Ozuna, Tiago pzk;2.00;2022.00;6.00;2.00;896.00;0.00;138334433.00;0.00;0.00;2.00;0.00;0.00;92.00;F#;Major;83.00;56.00;82.00;10.00;0.00;9.00;5.00
Me and Your Mama;Childish Gambino;1.00;2016.00;11.00;10.00;8775.00;0.00;445590495.00;33.00;60.00;107.00;1.00;0.00;118.00;F;Major;56.00;25.00;45.00;1.00;3.00;7.00;3.00
Crazy What Love Can Do;David Guetta, Ella Henderson, Becky Hill;3.00;2022.00;3.00;18.00;5290.00;0.00;286739476.00;139.00;73.00;142.00;0.00;5.00;123.00;E;Minor;60.00;46.00;71.00;3.00;0.00;16.00;4.00
SLOW DANCING IN THE DARK;Joji;1.00;2018.00;9.00;12.00;10211.00;0.00;1122364376.00;38.00;79.00;65.00;0.00;1.00;89.00;D#;Major;52.00;28.00;48.00;54.00;1.00;19.00;3.00
Antes de Perderte;Duki;1.00;2022.00;6.00;2.00;584.00;8.00;157136970.00;12.00;1.00;8.00;0.00;1.00;110.00;F;Minor;81.00;61.00;93.00;49.00;0.00;12.00;11.00
Boyfriends;Harry Styles;1.00;2022.00;5.00;20.00;1517.00;0.00;137070925.00;26.00;2.00;30.00;0.00;0.00;118.00;0;Major;42.00;32.00;20.00;94.00;0.00;11.00;4.00
